epoch,train_loss,val_loss,val_accuracy
1,0.6349851549408282,0.20250755401723314,0.9433333333333334
2,0.184199925384594,0.13241610704272083,0.9592857142857143
3,0.12335643429351624,0.09654210324427395,0.9714285714285714
4,0.10249679897532944,0.08788294480076399,0.9728571428571429
5,0.08253864583846167,0.08291774739821751,0.9754761904761905
6,0.06932370859364706,0.09260674489831383,0.9716666666666667
7,0.05868559085123043,0.07594910330689428,0.9761904761904762
8,0.050525704782966085,0.06643927226964892,0.9811904761904762
9,0.04581313019356347,0.07064116568653844,0.9783333333333334
10,0.040348804408875595,0.0651655457614018,0.9814285714285714
11,0.035596043773140656,0.06946392985992134,0.98
12,0.03333403847663674,0.07153121028871585,0.98
13,0.02809114003675271,0.07367225973002585,0.9783333333333334
14,0.02570878608132794,0.06981646041216057,0.9816666666666667
15,0.02473268456342754,0.08960180731733228,0.9766666666666667
16,0.02315291357532094,0.0697203457452953,0.9823809523809524
17,0.01937253211287183,0.07251835298600119,0.9792857142857143
18,0.018021830605574708,0.06164915009139804,0.9847619047619047
19,0.0183466637914092,0.0753105749472249,0.9811904761904762
20,0.021212018169099713,0.06792446720123047,0.9828571428571429
21,0.016342148929220198,0.06835535964742259,0.9828571428571429
22,0.018207302430672076,0.08182467716379148,0.9807142857142858
23,0.015263086608732221,0.06838100660818534,0.9847619047619047
24,0.015304155241352322,0.08092808945049469,0.9828571428571429
25,0.014482888188159992,0.06715896477701543,0.9845238095238096
26,0.010973781006605038,0.08465121696738634,0.9826190476190476
27,0.013596011213811085,0.07882403020302621,0.9826190476190476
28,0.012196414434238042,0.08641921040372602,0.9830952380952381
29,0.011413590092731626,0.0721977251745226,0.9857142857142858
30,0.011865454910780275,0.07049825507215934,0.9859523809523809
31,0.008046720566482497,0.08410275590838202,0.9840476190476191
32,0.010161320604518674,0.07372885131395157,0.985
33,0.010019430066946895,0.08059199730778897,0.9823809523809524
34,0.007245957486782075,0.08476012531847725,0.985
35,0.0088421115941693,0.06467314046952224,0.9861904761904762
36,0.009414259421995695,0.08944010185543007,0.9802380952380952
37,0.008506507351293754,0.0862871951177891,0.9821428571428571
38,0.00995557032868284,0.08820437531170627,0.9830952380952381
39,0.007972525955115486,0.1106153875899133,0.9804761904761905
40,0.008023473811787635,0.08041155860656324,0.9847619047619047
41,0.009873542367001768,0.09598211746606466,0.9828571428571429
42,0.007461589825604067,0.09068868893792004,0.9823809523809524
43,0.009940755371492468,0.07981003001331397,0.9840476190476191
44,0.0055205439743225265,0.09555739887683587,0.9842857142857143
45,0.007016015965220552,0.08179854189064065,0.9857142857142858
46,0.0097554499445138,0.10200347588983566,0.9835714285714285
47,0.008567891535830064,0.09059582715649515,0.9835714285714285
48,0.005575467333547669,0.0872703874461105,0.9833333333333333
49,0.004743815528055345,0.07326000877954962,0.9859523809523809
50,0.007056116601152686,0.08928776058618104,0.9847619047619047
51,0.005359813532916671,0.0815599645498621,0.9854761904761905
52,0.00791931431170921,0.09072766379693234,0.9823809523809524
53,0.007209759268084176,0.09162226059509859,0.9826190476190476
54,0.005540991717586929,0.08631842806629036,0.9845238095238096
55,0.004822349659572516,0.08365916991793482,0.9857142857142858
56,0.0072295598006841665,0.11354194600060885,0.9809523809523809
57,0.00585588881303959,0.11081369668149074,0.9807142857142858
58,0.008425785028992378,0.08225191066770303,0.9866666666666667
59,0.0044859009911102175,0.08602845161399066,0.9835714285714285
60,0.005622642452971863,0.09033846143952465,0.9845238095238096
61,0.005991695059478221,0.10741890249813482,0.9833333333333333
62,0.004557235198718184,0.09384440940907661,0.9838095238095238
63,0.005557553424092387,0.10980106448476638,0.9826190476190476
64,0.0062185753957591065,0.09553795738208902,0.9833333333333333
65,0.0023479754173369887,0.10123600345255127,0.9845238095238096
66,0.005220767985655046,0.09907732476616984,0.9814285714285714
67,0.006266448308563325,0.09270649018088417,0.9830952380952381
68,0.0066973547393791005,0.09617810185564095,0.985
69,0.004104139801564238,0.09086766565311356,0.9847619047619047
70,0.003969331312000994,0.12805724309339586,0.9807142857142858
71,0.004538210267337957,0.11149921338977631,0.9842857142857143
72,0.006475327216887443,0.09289483018981756,0.986904761904762
73,0.0038987781303557014,0.11063526206674217,0.9830952380952381
74,0.006453037610327459,0.10415282356086637,0.9845238095238096
75,0.005283179968706677,0.09575011368742421,0.9847619047619047
76,0.006431394692744115,0.08410076876819614,0.9852380952380952
77,0.002797559072477609,0.08845761443879378,0.9861904761904762
78,0.003877247071822751,0.10347067904603702,0.9845238095238096
79,0.0038056300675535495,0.10777253541311269,0.9845238095238096
80,0.0036621082607371483,0.1059599760517879,0.9845238095238096
81,0.003244003856000554,0.10299489911233711,0.9833333333333333
82,0.003910556879499271,0.10692588474140811,0.9845238095238096
83,0.0030688814944846055,0.1025162705262999,0.9842857142857143
84,0.00724959484331756,0.11557392475238303,0.9828571428571429
85,0.0030635095966307967,0.11270696253608457,0.9842857142857143
86,0.0023411110744261643,0.09746165657605665,0.985
87,0.0030280431026522107,0.10124487566872178,0.9854761904761905
88,0.00505996393976922,0.09933402885827604,0.9852380952380952
89,0.0028472128169501447,0.14554148863051136,0.98
90,0.00438129207315484,0.10732590603947546,0.9835714285714285
91,0.0026232879942434313,0.11488160237981049,0.9845238095238096
92,0.0013957471039951824,0.12362910674723125,0.9828571428571429
93,0.005367044661569681,0.11434755084976773,0.9821428571428571
94,0.006076506842654265,0.11987970561155033,0.9830952380952381
95,0.004206817322160821,0.11839757735277345,0.9814285714285714
96,0.0045532869971700906,0.13182917183739046,0.9814285714285714
97,0.0033831660691600223,0.13399197685900371,0.9830952380952381
98,0.004094534111528704,0.10026273501303881,0.985
99,0.003477933726572386,0.1032387020400376,0.9842857142857143
100,0.003534283641642445,0.11255408473680908,0.981904761904762
